################################################################################
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [5.757521e-07, 5.6409505e-07, 5.848267e-07, 5.3492477e-07, 5.223758e-07, 5.168772e-07, 5.1307694e-07, 5.262846e-07, 5.307741e-07, 5.0235815e-07, 5.598248e-07, 5.059787e-07, 5.2825425e-07, 6.1153565e-07, 0.99995315, 0.9999534, 5.817916e-07, 5.5327416e-07, 5.253985e-07, 5.5569177e-07, 5.50175e-07, 5.604418e-07, 5.320842e-07, 5.084466e-07, 5.250053e-07, 5.18545e-07, 5.2409933e-07, 5.3724114e-07, 5.190096e-07, 5.819897e-07, 5.4935714e-07, 5.365279e-07, 5.0420505e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'jesus of nazareth is probably mentioned in two passages of the work the antiquities of the jews by the jewish historian joseph ##us , written in the late first century ad .'
GOLD SEQ: 	 b'jesus of nazareth is possibly mentioned in two passages of the work the antiquities of the jews by the jewish historian joseph ##us , written in the late first century ad .'
PRED SEQ:	 b'jesus of nazareth is possibly mentioned in two passages of the work the antiquities of the jews by the jewish historian joseph ##us , written in the late first century ad .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.00020485526, 9.068765e-06, 0.00069636834, 0.00012728931, 0.87043154, 0.00046768456, 3.7302946e-06, 0.00015503573, 0.00048332472, 4.181728e-06, 1.3692606e-05, 0.0015381485, 1.2448813e-05, 1.1031651e-05, 1.3350267e-06, 1.9647694e-06, 5.3101076e-06, 0.00011023001, 0.00048571322, 0.040943906, 0.00097527937, 0.00021914324, 1.7647571e-05, 2.8473573e-06, 0.0049421135, 6.894745e-05, 3.4237168e-05, 8.321838e-05, 1.6398522e-05, 4.4201506e-06, 4.739961e-05, 1.9722254e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 [['possibly']]
PRED TOK: 	 [['possibly']]
################################################################################
IN SEQ: 	 b'file : donna york . jp ##g | a barge haul ##s coal in the louisville and portland canal , the only man - made portion of the ohio river .'
GOLD SEQ: 	 b'file : donna york . jp ##g | a barge haul ##s coal in the louisville and portland canal , the only artificial portion of the ohio river .'
PRED SEQ:	 b'file : donna york . jp ##g | a barge haul ##s coal in the louisville and portland canal , the only artificial portion of the ohio river .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [2.9354483e-06, 1.5270053e-06, 1.9729985e-06, 8.582197e-07, 7.5751797e-07, 1.35382e-06, 9.0308515e-07, 1.5760218e-06, 9.688891e-07, 1.5803442e-06, 3.280276e-06, 4.1668272e-06, 1.2213926e-06, 6.786676e-07, 5.513248e-07, 6.435947e-07, 5.812093e-07, 6.562953e-07, 8.8730457e-07, 6.0020756e-07, 7.564524e-07, 2.294562e-06, 0.9999286, 0.99988294, 0.9998926, 8.9395934e-07, 6.014745e-07, 6.364261e-07, 8.04227e-07, 6.8416074e-07, 5.6415956e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 [['artificial']]
PRED TOK: 	 [['artificial']]
################################################################################
IN SEQ: 	 b'the 51 day stand ##off and ensuing murder of 76 men , women , and children - - the branch david ##ians - - in wa ##co , texas .'
GOLD SEQ: 	 b'the 51 day stand ##off and ensuing deaths of 76 men , women , and children - - the branch david ##ians - - in wa ##co , texas .'
PRED SEQ:	 b'the 51 day stand ##off and ensuing killing of 76 men , women , and children - - the branch david ##ians - - in wa ##co , texas .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [8.030896e-06, 7.990865e-06, 3.3734723e-06, 6.396513e-06, 1.4608615e-05, 1.5973329e-06, 0.00031801226, 0.9949586, 3.1136215e-06, 3.859071e-05, 1.9153413e-05, 1.2714809e-06, 1.6737233e-05, 8.731742e-07, 1.3415639e-06, 3.409273e-05, 6.1784012e-06, 1.46778675e-05, 1.513902e-05, 4.0183277e-06, 8.154579e-06, 4.287783e-05, 6.4672486e-06, 3.4004267e-06, 4.0316436e-06, 2.4595863e-06, 1.4490803e-06, 8.351552e-07, 1.7185453e-06, 1.2877528e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 [['deaths']]
PRED TOK: 	 [['killing']]
################################################################################
IN SEQ: 	 b'in april 2009 a brazilian human rights group , torture never again , awarded the five its chico mendes medal , because their rights had been violated .'
GOLD SEQ: 	 b'in april 2009 a brazilian human rights group , torture never again , awarded the five its chico mendes medal , under the pre ##text that their rights had been violated .'
PRED SEQ:	 b'in april 2009 a brazilian human rights group , torture never again , awarded the five its chico mendes medal , because their rights had been violated .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [9.272894e-06, 3.2968805e-05, 9.164584e-06, 0.0003218904, 7.425191e-05, 0.0015208379, 1.1329782e-05, 0.0006312273, 2.5746683e-06, 0.00042736856, 1.3220706e-05, 7.0706546e-06, 1.5073409e-06, 0.00022606419, 8.144769e-05, 0.0011605644, 0.00034631765, 2.7716758e-06, 2.4211563e-06, 8.693208e-06, 4.4739722e-06, 0.9490519, 0.004182726, 8.6146996e-05, 0.00021256262, 3.9985294e-05, 0.0026144886, 1.276976e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 [['under', 'the', 'pre', '##text', 'that']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'as of january 27 , 2006 , broke ##back mountain had grossed over $ 46 million in north america and more than $ 10 million overseas .'
GOLD SEQ: 	 b'as of january 27 , 2006 , broke ##back mountain had grossed over $ 46 million in north america and more than $ 10 million elsewhere .'
PRED SEQ:	 b'as of january 27 , 2006 , broke ##back mountain had grossed over $ 46 million in north america and more than $ 10 million .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.001226817, 0.00044177752, 4.840663e-05, 1.0943987e-05, 6.215212e-06, 1.9006431e-05, 6.796931e-06, 2.7699247e-05, 2.624312e-05, 1.6087764e-05, 0.0750564, 0.008109077, 0.003965216, 4.7199163e-05, 4.4254895e-05, 1.2954887e-05, 1.1096278e-05, 9.613449e-05, 3.173239e-05, 9.292935e-05, 0.0010728217, 4.134344e-05, 2.3666184e-05, 4.191162e-05, 1.4529615e-05, 0.7003179, 1.5356714e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 [['elsewhere']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'el ##aga ##bu ##lus engaged in frequent homosexual per ##version ##s , such as pro ##stituting himself in drag and marrying an enslaved chariot driver .'
GOLD SEQ: 	 b'el ##aga ##bu ##lus engaged in frequent homosexual activities , such as pro ##stituting himself in drag and marrying an enslaved chariot driver .'
PRED SEQ:	 b'el ##aga ##bu ##lus engaged in frequent homosexual activities , such as pro ##stituting himself in drag and marrying an enslaved chariot driver .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [2.7760962e-06, 2.6800976e-06, 1.9289237e-06, 1.3086632e-06, 3.19484e-05, 1.3688709e-06, 0.00013390434, 0.00028206257, 0.998961, 0.9988424, 0.9975914, 6.5672356e-07, 9.303093e-07, 6.973972e-07, 1.5370371e-05, 3.2534424e-06, 3.7313405e-06, 1.297172e-06, 3.9507373e-05, 1.0281931e-06, 4.6746495e-06, 1.5232354e-06, 2.3658513e-05, 5.507023e-06, 2.278365e-06, 6.637915e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 [['activities']]
PRED TOK: 	 [['activities']]
################################################################################
IN SEQ: 	 b'in the earliest models ( earlier than a macintosh ii ) , all it did was crash silently , without playing any fancy music .'
GOLD SEQ: 	 b'in the earliest models ( earlier than a macintosh ii ) , all it did was crash silently , without playing any music .'
PRED SEQ:	 b'in the earliest models ( earlier than a macintosh ii ) , all it did was crash silently , without playing any music .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [3.310171e-06, 1.1702067e-06, 2.3314208e-06, 1.5162047e-06, 7.558827e-07, 4.335629e-06, 2.8166198e-06, 1.4196274e-06, 1.5280162e-06, 1.3505831e-06, 6.593851e-07, 8.2403636e-07, 3.859137e-06, 2.0546054e-06, 1.5636914e-06, 1.6258482e-06, 4.127806e-06, 1.8290788e-05, 8.661395e-07, 5.4993397e-06, 3.161149e-06, 8.439861e-05, 0.9985038, 7.964616e-06, 8.138723e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'stone soup is an old folk story in which hungry strangers trick the local people of a town into sharing their food .'
GOLD SEQ: 	 b'stone soup is an old folk story in which hungry strangers com ##pel ##l the local people of a town into sharing their food .'
PRED SEQ:	 b'stone soup is an old folk story in which hungry strangers the local people of a town into sharing their food .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [7.124005e-05, 2.581905e-05, 1.8697143e-05, 0.0001665084, 0.0013638084, 0.00023645708, 7.29155e-05, 4.2072447e-06, 8.845934e-06, 0.00029966177, 0.0003403821, 0.95492715, 6.0662605e-06, 2.5447323e-05, 6.242982e-05, 6.5882527e-06, 1.2289569e-05, 2.6579464e-05, 1.0447989e-05, 7.978483e-06, 1.4772389e-05, 5.4930556e-06, 2.9642435e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 [['com', '##pel', '##l']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'along came a band of missionaries , but they were all horribly massacre ##d .'
GOLD SEQ: 	 b'along came a band of missionaries , but they were all massacre ##d .'
PRED SEQ:	 b'along came a band of missionaries , but they were all massacre ##d .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.884499e-06, 4.062621e-06, 1.2489592e-06, 2.6281145e-06, 8.19269e-07, 4.465239e-06, 8.2552293e-07, 1.6574647e-06, 1.3244972e-06, 2.1945289e-06, 2.7735105e-06, 0.99973387, 2.4834559e-05, 2.1845266e-05, 9.4536784e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'another infamous period of colon ##isation in ancient times was from the romans .'
GOLD SEQ: 	 b'another period of colon ##isation in ancient times was from the romans .'
PRED SEQ:	 b'another period of colon ##isation in ancient times was from the romans .'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.1556692e-06, 0.9999149, 6.1218975e-07, 5.8038955e-07, 8.17842e-07, 8.056541e-07, 5.9266586e-07, 8.042922e-07, 6.335031e-07, 1.4463245e-06, 1.3536289e-06, 6.488498e-07, 8.7982033e-07, 5.8129024e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'photo sequence of astonishing 2005 chicago ##land crash with ryan br ##is ##coe .'
GOLD SEQ: 	 b'photo sequence of 2005 chicago ##land crash with ryan br ##is ##coe .'
PRED SEQ:	 b'photo sequence of 2005 chicago ##land crash with ryan br ##is ##coe .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [8.7601506e-07, 6.948499e-07, 6.1178764e-07, 0.9998735, 6.6148056e-07, 7.248008e-07, 6.243987e-07, 8.227305e-07, 9.037641e-07, 6.429107e-07, 6.697689e-07, 6.6880824e-07, 6.68374e-07, 5.691584e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'his 45 - year career exceeded that of any other studio head .'
GOLD SEQ: 	 b'his 45 - year career was longer than that of any other studio head .'
PRED SEQ:	 b'his 45 - year career is said to have been in place of any other studio head .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0038021351, 0.00063134753, 0.0003246029, 0.0005889025, 0.0013302406, 0.82664293, 0.0008550937, 2.5126095e-05, 0.017676404, 0.0038958585, 0.0010199569, 0.031632815, 4.6584482e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 [['was', 'longer', 'than']]
PRED TOK: 	 [['is', 'said', 'to', 'have', 'been', 'in', 'place']]
################################################################################
IN SEQ: 	 b'israeli attempts to reduce gaza ##n civilian casualties'
GOLD SEQ: 	 b'israeli efforts to reduce gaza ##n civilian casualties'
PRED SEQ:	 b'israeli attempts to reduce gaza ##n civilian casualties'
GOLD DIST: 	 [0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.076715745, 0.61937064, 0.0012519313, 0.019553334, 0.0014671051, 0.00035079304, 0.14068626, 0.0011390233, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
GOLD TOK: 	 [['efforts']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"on halloween 1973 in dublin an ira militant hi ##jack ##ed a helicopter and forced the pilot to land in the exercise yard of mount ##joy jail ' s d wing at 3 . 40 ##pm , october 31 1973 . three members of the ira were able to escape , j ##b o ' ha ##gan , seamus two ##me ##y and kevin mall ##on ."
GOLD SEQ: 	 b"on halloween 1973 in dublin an ira member hi ##jack ##ed a helicopter and forced the pilot to land in the exercise yard of mount ##joy jail ' s d wing at 3 . 40 ##pm , october 31 1973 . three members of the ira were able to escape , j ##b o ' ha ##gan , seamus two ##me ##y and kevin mall ##on ."
PRED SEQ:	 b"on halloween 1973 in dublin an ira member hi ##jack ##ed a helicopter and forced the pilot to land in the exercise yard of mount ##joy jail ' s d wing at 3 . 40 ##pm , october 31 1973 . three members of the ira were able to escape , j ##b o ' ha ##gan , seamus two ##me ##y and kevin mall ##on ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
